title,amount,severity,project,description
726,8,3,11, <br>Make this "msg" field final.<br>Make this "lineNr" field final.<br>Make this "elementName" field final.<br>Make this "encapsulatedException" field final.<br>Make this "attributeValue" field final.<br>Make this "errorType" field final.<br>Make this "systemID" field final.<br>Make this "attributeName" field final.
727,249,3,11, <br>Either log or rethrow this exception.
729,3,3,11, <br>Return an empty array instead of null.
733,3,3,11, <br>Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.
734,233,3,11, <br>The Cyclomatic Complexity of this method "applyAttributesTo" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "add" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getName" is 45 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "contains" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getDirection" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "keyPressed" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getEncoding" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readTextElement" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findSegment" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "fromRGB" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getStroke" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "valueToString" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "processAttList" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "activate" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "write" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getPerpendicularFillGrowth" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "currentSegment" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parseDeclarationMap" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "scanIdentifier" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createStrokedShape" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toLength" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findCorners" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "translatePoint" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "read" is 25 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "mouseClicked" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readDocumentContentElement" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findPrevious" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "stringToValue" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getIcon" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "draw" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readStyleElement" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "handleDoubleClick" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "initComponents" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getDefaultFormatterFactory" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toPath" is 148 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doFamilyChanged" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toPaint" is 32 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "equalsXMLElement" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toPath" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "stream2reader" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "validateViewTranslation" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "mouseReleased" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "remap" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "updateAttributeEditor" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toRGB" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getDockingConstraint" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readFontAttributes" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readInheritColorAttribute" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "isValidValue" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "updateSelectionPath" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doIt" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "paintTicks" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readStylesChildren" is 24 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "writeElement" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "lineout" is 30 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "saveViewToURI" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "constrainPoint" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "stringToValue" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "SVGDrawingPanel" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createMenuBar" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readDocumentStylesElement" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toRGB" is 28 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "write" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toLength" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "contains" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "processElement" is 28 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "show" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findFigureExcept" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "styleFromMessageType" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createDisclosedComponent" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readSwitchElement" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createSecondaryHandles" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setFloating" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "doCollectionChanged" is 30 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createSecondaryHandles" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "installDefaults" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getActions" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "show" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "updateFigures" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "translateRectangle" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "beautifyName" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toEnhancedPath" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "generateImage" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createStrokedShape" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "paintIcon" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "drawParagraph" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "read" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "drawDrawingNonvolatileBuffered" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "encodeObject" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readUseShapeAttributes" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "writeShapeAttributes" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "openView" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getRelativePositionOnPath" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readInheritAttribute" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "paintComponent" is 35 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "mousePressed" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "nextToken" is 153 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "init" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toGeneralPath" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getRelativeLabelPoint" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "processEntity" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "eventDispatched" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "paintIcon" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "arcTo" is 24 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getPointOnPath" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "encode3to4" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "writeElement" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "processConditionalSection" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toTransform" is 38 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toColor" is 28 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "draw" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "openViewFromURI" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toRGB" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "traceStroke" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "outlineContains" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "layoutContainer" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "writePolyAttributes" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "scanString" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "exportDone" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "read" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getActions" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "keyReleased" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "isInTabbedPane" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "installDefaults" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "init" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "intersect" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readLinearGradientElement" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "drawDrawingVolatileBuffered" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "propertyChange" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getConvexHull" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toPath" is 147 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "navigateFocusedComp" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "toTransform" is 33 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "appendParagraph" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getConvexHull2D" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "createSheet" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "create" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "draw" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "read" is 27 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readShapeAttributes" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readFiguresFromDocumentContent" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "valueToString" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readDefaultStyleElement" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "lineout" is 43 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "showPopupMenu" is 20 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "valueToString" is 22 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readInheritFontSizeAttribute" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "lineout" is 35 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "activate" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "locationChanged" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readObject" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readElement" is 33 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "write" is 24 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "fitCubic" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "paintContentBorder" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getBounds2D" is 44 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "actionPerformed" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readLineAttributes" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "read" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getTargetMethod" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "setEditor" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "JMixer" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "parseDTD" is 13 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "intersect" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "nextEnhancedCoordinate" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "importData" is 47 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "paintBorder" is 30 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "contains" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getName" is 17 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "fitBezierPath" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "propertyChange" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "write" is 29 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readElement" is 23 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "propertyChange" is 14 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "stringToValue" is 45 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "openView" is 15 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "read" is 28 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "init" is 18 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getStringRecursive" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findFigure" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getTextShape" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "chop" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "encodeBytes" is 19 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "findNext" is 21 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "getListCellRendererComponent" is 12 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "readImageElement" is 16 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "trackEnd" is 11 which is greater than 10 authorized.<br>The Cyclomatic Complexity of this method "flattenStyles" is 12 which is greater than 10 authorized.
736,342,3,11, <br>Reduce this switch case number of lines from 46 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 171 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 48 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 33 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 13 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 123 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 27 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 11 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 125 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 83 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 70 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 19 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 56 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 16 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 25 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 23 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 30 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 22 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 164 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 36 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 99 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 72 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 14 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 18 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 100 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 121 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 9 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 29 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 120 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 7 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 12 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 10 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 119 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 8 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 15 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 59 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 107 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 38 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 6 to at most 5- for example by extracting code into methods.<br>Reduce this switch case number of lines from 21 to at most 5- for example by extracting code into methods.
738,236,2,11, <br>Refactor this code to not nest more than 3 if/for/while/switch/try statements.
740,13,3,11, <br>Refactor the code to remove this label and the need for it.
741,52,3,11, <br>Use isEmpty() to check whether the collection is empty or not.
742,5,3,11, <br>Replace these toUpperCase()/toLowerCase() and equals() calls with a single equalsIgnoreCase() call.
746,38,5,11, <br>Catch Exception instead of Throwable.
751,11,3,11, <br>Rename "drawing" which hides the field declared at line 40.<br>Rename "drawing" which hides the field declared at line 39.<br>Rename "toolBar" which hides the field declared at line 44.<br>Rename "oldNode" which hides the field declared at line 38.<br>Rename "drawing" which hides the field declared at line 46.<br>Rename "drawing" which hides the field declared at line 38.<br>Rename "ctype" which hides the field declared at line 75.<br>Rename "reader" which hides the field declared at line 60.<br>Rename "name" which hides the field declared at line 89.
753,7,2,11, <br>Remove this method to simply inherit it.
755,177,3,11, <br>Add a nested comment explaining why this method is empty- throw an UnsupportedOperationException or complete the implementation.
756,2,3,11, <br>Remove this unused label.
758,54,3,11, <br>Merge this if statement with the enclosing one.
760,32,3,11, <br>Reduce the number of conditional operators (10) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (9) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (4) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (7) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (8) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (5) used in the expression (maximum allowed 3).<br>Reduce the number of conditional operators (6) used in the expression (maximum allowed 3).
761,81,3,11, <br>Reduce this anonymous class number of lines from 35 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 65 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 50 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 56 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 36 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 34 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 39 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 41 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 61 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 24 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 57 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 55 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 42 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 54 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 33 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 37 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 22 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 30 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 51 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 26 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 77 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 43 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 25 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 32 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 69 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 29 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 66 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 21 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 52 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 31 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 27 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 98 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 47 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 23 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 28 to at most 20- or make it a named class.<br>Reduce this anonymous class number of lines from 59 to at most 20- or make it a named class.
763,80,3,11, <br>Remove this unused "floatingFrame" private field.<br>Remove this unused "visibleConstrainer" private field.<br>Remove this unused "selectedStops" private field.<br>Remove this unused "target" private field.<br>Remove this unused "spreadMethod" private field.<br>Remove this unused "bgColorButtonGroup" private field.<br>Remove this unused "outlineWidth" private field.<br>Remove this unused "isVerbose" private field.<br>Remove this unused "start" private field.<br>Remove this unused "connectableConnector" private field.<br>Remove this unused "selectedStopColors" private field.<br>Remove this unused "matcher" private field.<br>Remove this unused "customHueConstraint" private field.<br>Remove this unused "textR" private field.<br>Remove this unused "colorLabel" private field.<br>Remove this unused "HANDLE_STROKE_COLOR" private field.<br>Remove this unused "dashPhase" private field.<br>Remove this unused "errorType" private field.<br>Remove this unused "iconR" private field.<br>Remove this unused "west" private field.<br>Remove this unused "viewInsets" private field.<br>Remove this unused "entries" private field.<br>Remove this unused "scaleFactors" private field.<br>Remove this unused "startLength" private field.<br>Remove this unused "isCloseAutomatically" private field.<br>Remove this unused "divider" private field.<br>Remove this unused "returnValue" private field.<br>Remove this unused "east" private field.<br>Remove this unused "propertyChangeHandler" private field.<br>Remove this unused "mimeType" private field.<br>Remove this unused "DEBUG" private field.<br>Remove this unused "sys" private field.<br>Remove this unused "HSB_COLORS_COLUMN_COUNT" private field.<br>Remove this unused "viewR" private field.<br>Remove this unused "dockingSensitivity" private field.<br>Remove this unused "curvesize" private field.<br>Remove this unused "findDialog" private field.<br>Remove this unused "prototype" private field.<br>Remove this unused "gridConstrainer" private field.<br>Remove this unused "fileChooser" private field.<br>Remove this unused "defaultAlignment" private field.<br>Remove this unused "actions" private field.<br>Remove this unused "dashes" private field.<br>Remove this unused "OFFSET" private field.<br>Remove this unused "formatName" private field.<br>Remove this unused "toolBarButtonGroup" private field.<br>Remove this unused "invisibleConstrainer" private field.<br>Remove this unused "isDragging" private field.<br>Remove this unused "toolButtonGroup" private field.<br>Remove this unused "north" private field.<br>Remove this unused "disabledStopColors" private field.<br>Remove this unused "lastSelectedChooserName" private field.<br>Remove this unused "labels" private field.<br>Remove this unused "drawing" private field.<br>Remove this unused "disabledStops" private field.<br>Remove this unused "south" private field.<br>Remove this unused "VERBOSE" private field.
767,2,4,11, <br>This branch can not be reached because the condition duplicates a previous condition in the same sequence of "if/else if" statements
770,1,3,11, <br>Move the contents of this initializer to a standard constructor or to field initializers.
771,84,3,11, <br>Remove the unused method parameter(s) "g".<br>Remove the unused method parameter(s) "f".<br>Remove the unused method parameter(s) "appleEvent".<br>Remove the unused method parameter(s) "elem-styles".<br>Remove the unused method parameter(s) "toggle".<br>Remove the unused method parameter(s) "list".<br>Remove the unused method parameter(s) "view".<br>Remove the unused method parameter(s) "components".<br>Remove the unused method parameter(s) "elem-a".<br>Remove the unused method parameter(s) "a".<br>Remove the unused method parameter(s) "style".<br>Remove the unused method parameter(s) "x-y".<br>Remove the unused method parameter(s) "cols".<br>Remove the unused method parameter(s) "uPrime".<br>Remove the unused method parameter(s) "b".<br>Remove the unused method parameter(s) "widths".<br>Remove the unused method parameter(s) "zIndex".<br>Remove the unused method parameter(s) "elem".<br>Remove the unused method parameter(s) "dsp".<br>Remove the unused method parameter(s) "c".<br>Remove the unused method parameter(s) "toolbar".<br>Remove the unused method parameter(s) "join".<br>Remove the unused method parameter(s) "root".<br>Remove the unused method parameter(s) "newValue".<br>Remove the unused method parameter(s) "defaultAttributes".<br>Remove the unused method parameter(s) "evt".<br>Remove the unused method parameter(s) "styles".
774,6,3,11, <br>The Cyclomatic Complexity of this class is 269 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 281 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 225 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 646 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 224 which is greater than 200 authorized.<br>The Cyclomatic Complexity of this class is 358 which is greater than 200 authorized.
